Site Code,Month-Year,Date,FMS Maintenance Availability (Actual),FMS Mean Down Time (Hours),FMS Mean Failure Time (Hours),FMS Mean Time Between Down (Hours),FMS Mean Time Between Failure (Hours),FMS Mean Time To Repair (Hours),FMS Mobile Availability (Actual),FMS Operating Efficiency (Actual),FMS Use of Availability (Actual)
HVC,Nov-2021,2021-11-28 00:00:00,67.52%,11.01,1.5814453389830507,22.88,24.82,4.58,76.32%,84.55%,64.47%
HVC,Nov-2021,2021-11-29 00:00:00,70.78%,10.23,1.4316568877192983,24.79,27.83,4.60,77.90%,84.65%,68.72%
HVC,Nov-2021,2021-11-30 00:00:00,70.61%,10.31,1.550565250877193,24.77,27.38,5.02,78.01%,84.40%,67.73%
HVC,Dec-2021,2021-12-01 00:00:00,71.61%,8.68,2.3718097287878783,21.89,24.87,5.06,78.04%,81.97%,70.95%
HVC,Dec-2021,2021-12-02 00:00:00,67.05%,9.00,1.48200343625,18.31,19.45,4.79,74.50%,82.81%,69.68%
HVC,Dec-2021,2021-12-03 00:00:00,68.37%,9.85,1.9955643412698412,21.29,25.68,5.59,74.68%,82.88%,73.27%
HVC,Dec-2021,2021-12-04 00:00:00,69.88%,11.87,2.504360535849057,27.54,31.69,6.86,75.52%,87.25%,75.22%
HVC,Dec-2021,2021-12-05 00:00:00,70.09%,9.64,1.2873465641791046,22.59,24.28,4.90,76.75%,83.87%,71.00%
HVC,Dec-2021,2021-12-06 00:00:00,67.72%,9.36,0.9547906780821916,19.63,21.78,3.80,74.74%,77.82%,70.91%
HVC,Dec-2021,2021-12-07 00:00:00,65.87%,9.18,1.2242667627906978,17.72,18.75,4.17,71.88%,84.67%,75.49%
HVC,Dec-2021,2021-12-08 00:00:00,61.13%,11.14,1.4487156909090908,17.52,18.89,4.36,69.42%,82.04%,69.29%
HVC,Dec-2021,2021-12-09 00:00:00,66.59%,8.94,2.393962701265823,17.81,19.16,5.04,74.40%,86.31%,68.57%
HVC,Dec-2021,2021-12-10 00:00:00,69.79%,8.85,3.5154851520000006,20.44,21.26,5.27,77.06%,85.28%,68.78%
HVC,Dec-2021,2021-12-11 00:00:00,70.50%,8.72,3.048716187837838,20.85,21.97,4.94,77.55%,82.49%,69.20%
HVC,Dec-2021,2021-12-12 00:00:00,72.56%,9.40,3.7697030224137933,24.86,28.72,5.06,79.16%,83.36%,69.59%
HVC,Dec-2021,2021-12-13 00:00:00,69.50%,9.17,3.119166630434782,20.90,23.93,5.28,76.04%,78.94%,71.82%
HVC,Dec-2021,2021-12-14 00:00:00,70.61%,11.72,3.5593658913043478,28.16,32.44,6.15,79.31%,77.37%,62.66%
HVC,Dec-2021,2021-12-15 00:00:00,70.25%,8.61,2.9059221906666672,20.33,22.77,4.83,75.67%,86.82%,75.92%
HVC,Dec-2021,2021-12-16 00:00:00,69.02%,8.94,2.7787295813333337,19.92,22.31,4.70,74.78%,82.05%,75.16%
HVC,Dec-2021,2021-12-17 00:00:00,70.08%,10.76,1.7698445966101695,25.21,27.35,4.90,76.85%,82.80%,70.57%
HVC,Dec-2021,2021-12-18 00:00:00,67.10%,9.08,2.004325888,18.52,21.73,4.21,73.44%,81.66%,73.73%
HVC,Dec-2021,2021-12-19 00:00:00,64.02%,10.88,2.2581181112676054,19.36,22.09,5.45,70.48%,84.58%,74.51%
HVC,Dec-2021,2021-12-20 00:00:00,63.55%,11.77,3.1247865927536242,20.52,23.79,6.42,68.87%,83.70%,78.79%
HVC,Dec-2021,2021-12-21 00:00:00,63.93%,11.50,2.040060849315068,20.37,22.61,5.13,69.19%,83.58%,78.92%
HVC,Dec-2021,2021-12-22 00:00:00,63.59%,10.63,2.847383371604938,18.57,20.17,4.34,68.83%,81.29%,79.09%
HVC,Dec-2021,2021-12-23 00:00:00,60.23%,10.69,2.6862984843373496,16.19,18.34,4.69,66.41%,80.63%,76.60%
HVC,Dec-2021,2021-12-24 00:00:00,64.95%,10.72,1.6878814506666664,19.85,21.71,3.73,70.70%,81.93%,76.77%
HVC,Dec-2021,2021-12-25 00:00:00,63.73%,10.89,2.813096264,19.14,21.19,4.88,69.63%,83.97%,76.64%
HVC,Dec-2021,2021-12-26 00:00:00,58.28%,10.06,3.523083288999999,14.05,15.03,5.10,64.42%,79.05%,77.16%
HVC,Dec-2021,2021-12-27 00:00:00,55.08%,13.26,4.6513278756097565,16.25,17.64,6.66,61.13%,80.66%,77.95%
HVC,Dec-2021,2021-12-28 00:00:00,58.09%,12.07,4.149972529629629,16.74,18.80,5.38,63.67%,82.72%,79.11%
HVC,Dec-2021,2021-12-29 00:00:00,58.53%,10.98,4.037612257446808,15.50,16.49,5.11,63.58%,83.64%,80.85%
HVC,Dec-2021,2021-12-30 00:00:00,59.88%,12.51,4.100868894871795,18.67,20.10,5.91,65.12%,87.24%,79.96%
HVC,Dec-2021,2021-12-31 00:00:00,58.13%,9.95,2.401033621153846,13.81,14.87,4.36,63.22%,82.63%,80.75%
HVC,Jan-2022,2022-01-01 00:00:00,59.06%,10.51,2.996408893814433,15.16,16.10,4.72,64.23%,85.54%,80.36%
HVC,Jan-2022,2022-01-02 00:00:00,57.79%,11.78,3.1660611280898863,16.12,17.21,5.59,63.12%,81.39%,79.97%
HVC,Jan-2022,2022-01-03 00:00:00,60.70%,9.51,2.2174781833333332,14.69,15.41,4.41,66.16%,84.02%,79.01%
HVC,Jan-2022,2022-01-04 00:00:00,63.09%,9.78,2.3282670159090912,16.72,18.24,4.54,69.08%,86.74%,76.53%
HVC,Jan-2022,2022-01-05 00:00:00,57.32%,12.13,3.033436177777778,16.29,18.30,5.31,63.63%,82.32%,76.77%
HVC,Jan-2022,2022-01-06 00:00:00,56.76%,11.53,2.626620330952381,15.13,16.75,4.52,64.81%,72.37%,71.27%
HVC,Jan-2022,2022-01-07 00:00:00,59.52%,11.62,2.475222846511628,17.08,17.68,4.71,65.57%,84.27%,77.20%
HVC,Jan-2022,2022-01-08 00:00:00,61.18%,10.86,2.2662984151162786,17.11,18.90,4.68,65.89%,84.63%,81.58%
HVC,Jan-2022,2022-01-09 00:00:00,61.75%,10.76,2.831249962195122,17.36,19.27,4.78,67.51%,84.02%,77.68%
HVC,Jan-2022,2022-01-10 00:00:00,64.47%,10.02,1.9464701548780485,18.18,20.62,4.48,69.27%,84.92%,80.50%
HVC,Jan-2022,2022-01-11 00:00:00,65.90%,10.25,3.231631469620253,19.80,22.55,5.12,69.61%,84.17%,84.33%
HVC,Jan-2022,2022-01-12 00:00:00,64.05%,10.10,3.0638313919540234,18.00,19.86,5.45,68.30%,81.44%,82.69%
HVC,Jan-2022,2022-01-13 00:00:00,60.99%,10.39,2.494416941758242,16.25,17.68,5.52,66.19%,83.35%,79.89%
HVC,Jan-2022,2022-01-14 00:00:00,61.17%,10.44,2.501253130681818,16.44,18.49,5.58,65.79%,82.08%,81.90%
HVC,Jan-2022,2022-01-15 00:00:00,59.82%,12.33,2.3007090315789474,18.36,20.53,5.14,65.05%,70.18%,79.98%
HVC,Jan-2022,2022-01-16 00:00:00,58.46%,13.29,2.519886017948718,18.71,19.91,5.26,63.39%,85.88%,81.28%
HVC,Jan-2022,2022-01-17 00:00:00,56.68%,12.88,2.498163929268293,16.86,18.30,4.86,61.75%,89.04%,81.04%
HVC,Jan-2022,2022-01-18 00:00:00,57.53%,13.62,3.5752416688311697,18.46,20.37,5.58,62.01%,84.39%,82.99%
HVC,Jan-2022,2022-01-19 00:00:00,57.80%,12.23,2.689692416666666,16.75,18.35,4.88,62.99%,82.82%,80.49%
HVC,Jan-2022,2022-01-20 00:00:00,61.75%,13.02,1.8362439376811592,21.02,23.76,4.65,66.64%,84.33%,80.84%
HVC,Jan-2022,2022-01-21 00:00:00,62.10%,12.16,1.8382295960000004,19.93,22.06,4.72,67.18%,85.62%,80.03%
HVC,Jan-2022,2022-01-22 00:00:00,63.13%,11.72,2.665704469565217,20.07,23.85,4.78,68.57%,83.60%,78.50%
HVC,Jan-2022,2022-01-23 00:00:00,66.93%,12.30,2.145496319672131,24.89,27.75,4.77,72.09%,84.51%,78.35%
HVC,Jan-2022,2022-01-24 00:00:00,66.20%,10.07,1.5386673341772152,19.73,21.97,4.25,70.63%,82.17%,81.44%
HVC,Jan-2022,2022-01-25 00:00:00,64.62%,12.01,2.066082477941176,21.93,24.51,4.79,69.93%,81.11%,78.57%
HVC,Jan-2022,2022-01-26 00:00:00,65.49%,9.90,2.024483630588235,18.78,19.89,3.95,70.47%,82.02%,79.55%
HVC,Jan-2022,2022-01-27 00:00:00,65.20%,10.65,1.7458982428571428,19.96,21.77,4.40,70.49%,84.00%,78.45%
HVC,Jan-2022,2022-01-28 00:00:00,65.97%,11.40,2.445812567164179,22.10,25.07,4.78,71.51%,83.31%,77.22%
HVC,Jan-2022,2022-01-29 00:00:00,67.75%,10.99,2.129296559677419,23.09,27.56,4.96,73.25%,82.93%,76.69%
HVC,Jan-2022,2022-01-30 00:00:00,64.35%,12.60,1.8507149114754098,22.73,26.46,5.91,70.19%,87.63%,76.65%
HVC,Jan-2022,2022-01-31 00:00:00,63.80%,11.48,2.2421517149253734,20.23,23.86,5.59,70.21%,82.61%,74.80%
HVC,Feb-2022,2022-02-01 00:00:00,63.01%,11.78,1.8474542518987345,20.07,21.60,4.98,67.68%,79.51%,81.37%
HVC,Feb-2022,2022-02-02 00:00:00,64.06%,11.89,2.4111151115942024,21.19,23.65,5.06,69.35%,86.20%,78.80%
HVC,Feb-2022,2022-02-03 00:00:00,67.55%,8.82,2.796283493103448,18.35,20.04,4.23,72.15%,85.35%,80.37%
HVC,Feb-2022,2022-02-04 00:00:00,70.43%,8.68,2.304934173684211,20.67,23.67,3.82,74.84%,86.63%,80.06%
HVC,Feb-2022,2022-02-05 00:00:00,66.09%,8.70,2.0043468936170212,16.95,18.04,3.62,71.17%,87.29%,78.94%
HVC,Feb-2022,2022-02-06 00:00:00,67.49%,9.58,2.8925878721518985,19.88,21.64,4.79,72.76%,87.52%,77.70%
HVC,Feb-2022,2022-02-07 00:00:00,63.47%,10.68,3.4056549641975304,18.55,20.16,5.16,68.69%,85.88%,79.19%
HVC,Feb-2022,2022-02-08 00:00:00,65.88%,11.72,2.782262444927536,22.63,25.25,4.81,70.34%,82.11%,81.40%
HVC,Feb-2022,2022-02-09 00:00:00,69.09%,9.90,2.5895906078947366,22.12,23.87,4.88,73.34%,85.41%,81.25%
HVC,Feb-2022,2022-02-10 00:00:00,68.12%,9.43,2.4677083026315785,20.16,23.61,4.95,72.67%,88.17%,80.35%
HVC,Feb-2022,2022-02-11 00:00:00,65.46%,10.79,3.038790169736842,20.45,22.33,5.89,70.37%,85.80%,79.79%
HVC,Feb-2022,2022-02-12 00:00:00,68.09%,9.36,2.4565798287500002,19.97,21.97,4.34,73.10%,87.25%,78.50%
HVC,Feb-2022,2022-02-13 00:00:00,65.46%,9.58,2.8065225987654325,18.17,19.74,4.58,71.89%,88.08%,74.11%
HVC,Feb-2022,2022-02-14 00:00:00,64.96%,9.52,2.990941693902439,17.66,19.81,4.78,71.44%,82.54%,74.11%
HVC,Feb-2022,2022-02-15 00:00:00,68.09%,9.95,2.5292090736111117,21.24,24.19,4.42,72.89%,81.93%,79.34%
HVC,Feb-2022,2022-02-16 00:00:00,69.31%,8.10,1.871462697468354,18.29,21.77,3.77,74.77%,83.93%,76.21%
HVC,Feb-2022,2022-02-17 00:00:00,68.37%,8.55,1.7231353344827587,18.49,20.19,3.90,73.16%,80.24%,79.29%
HVC,Feb-2022,2022-02-18 00:00:00,68.37%,9.40,1.8624287474358976,20.31,22.13,4.04,73.65%,82.04%,77.33%
HVC,Feb-2022,2022-02-19 00:00:00,64.05%,11.26,2.640952881944445,20.06,22.84,5.01,69.51%,83.33%,78.14%
HVC,Feb-2022,2022-02-20 00:00:00,64.24%,12.06,2.832841237142857,21.67,22.91,4.75,70.61%,73.42%,74.77%
HVC,Feb-2022,2022-02-21 00:00:00,64.00%,9.41,2.6582098355555557,16.73,17.85,4.46,70.44%,84.66%,74.58%
HVC,Feb-2022,2022-02-22 00:00:00,62.75%,10.95,3.343825261445784,18.44,19.55,5.09,68.32%,85.17%,78.10%
HVC,Feb-2022,2022-02-23 00:00:00,63.68%,12.30,3.2091666272727273,21.57,22.41,4.91,67.80%,83.78%,83.27%
HVC,Feb-2022,2022-02-24 00:00:00,67.72%,9.53,2.3007440142857143,19.98,21.17,4.24,71.77%,84.73%,82.53%
HVC,Feb-2022,2022-02-25 00:00:00,70.61%,11.73,2.746926193442623,28.17,30.94,5.93,74.27%,84.17%,83.21%
HVC,Feb-2022,2022-02-26 00:00:00,69.52%,10.37,2.052277741428572,23.64,24.99,4.41,74.76%,86.58%,76.99%
HVC,Feb-2022,2022-02-27 00:00:00,67.87%,9.06,1.7933769988764048,19.13,19.78,3.04,72.81%,84.81%,78.87%
HVC,Feb-2022,2022-02-28 00:00:00,67.98%,11.50,2.13720013015873,24.43,27.14,4.63,73.62%,82.98%,76.07%
HVC,Mar-2022,2022-03-01 00:00:00,65.14%,10.92,2.3863970294117642,20.41,23.71,5.34,71.61%,84.01%,74.09%
HVC,Mar-2022,2022-03-02 00:00:00,64.66%,10.21,2.1102326137499996,18.68,20.08,4.79,70.77%,83.64%,75.58%
HVC,Mar-2022,2022-03-03 00:00:00,64.77%,9.95,1.9501154129870126,18.29,21.62,4.63,70.24%,84.65%,77.91%
HVC,Mar-2022,2022-03-04 00:00:00,62.72%,10.18,1.541981234939759,17.13,19.40,4.56,68.42%,82.76%,77.63%
HVC,Mar-2022,2022-03-05 00:00:00,61.35%,13.18,1.8351613905405406,20.91,21.76,4.90,66.61%,83.44%,79.57%
HVC,Mar-2022,2022-03-06 00:00:00,59.51%,12.36,1.503263865,18.17,19.54,4.42,65.14%,83.59%,78.68%
HVC,Mar-2022,2022-03-07 00:00:00,58.49%,11.66,1.723494803488372,16.43,17.77,4.02,64.07%,80.11%,79.02%
HVC,Mar-2022,2022-03-08 00:00:00,55.01%,15.18,2.872868956716418,18.56,21.05,6.21,61.89%,68.18%,75.30%
HVC,Mar-2022,2022-03-09 00:00:00,57.18%,11.72,1.8570815481012655,15.65,17.43,4.91,65.50%,84.69%,70.33%
HVC,Mar-2022,2022-03-10 00:00:00,60.79%,12.24,2.3651050797297293,18.97,20.51,5.23,67.59%,85.88%,74.34%
HVC,Mar-2022,2022-03-11 00:00:00,61.80%,13.91,2.3072221868852463,22.49,26.18,6.11,67.21%,83.99%,78.90%
HVC,Mar-2022,2022-03-12 00:00:00,63.66%,9.44,1.9907905593406592,16.53,18.53,4.28,68.06%,90.48%,82.22%
HVC,Mar-2022,2022-03-13 00:00:00,57.78%,11.55,2.121273115476191,15.80,16.93,4.70,63.60%,89.30%,78.31%
HVC,Mar-2022,2022-03-14 00:00:00,58.22%,12.84,1.9910020696202535,17.89,19.25,5.52,64.18%,83.34%,77.78%
HVC,Mar-2022,2022-03-15 00:00:00,57.94%,13.82,1.2587740480000003,19.04,20.05,4.68,63.74%,85.16%,78.37%
HVC,Mar-2022,2022-03-16 00:00:00,60.14%,11.50,1.4413682814814819,17.35,18.85,3.94,66.26%,85.58%,76.84%
HVC,Mar-2022,2022-03-17 00:00:00,59.54%,12.45,1.3174524565789474,18.32,20.25,4.36,65.41%,86.37%,77.79%
HVC,Mar-2022,2022-03-18 00:00:00,59.98%,13.50,1.5267957464788733,20.23,21.94,4.77,65.66%,85.05%,78.38%
HVC,Mar-2022,2022-03-19 00:00:00,61.36%,11.89,1.3022438402597405,18.89,21.58,4.59,66.12%,83.21%,81.37%
HVC,Mar-2022,2022-03-20 00:00:00,58.54%,12.60,1.2959001126582277,17.79,19.59,4.57,64.29%,82.87%,78.41%
HVC,Mar-2022,2022-03-21 00:00:00,59.59%,11.21,1.1160909963855423,16.53,18.72,4.34,65.22%,83.52%,78.66%
HVC,Mar-2022,2022-03-22 00:00:00,59.12%,12.42,1.2862002419753087,17.96,19.29,4.17,64.76%,83.59%,78.71%
HVC,Mar-2022,2022-03-23 00:00:00,58.63%,11.35,1.6505195764705882,16.09,17.98,4.04,64.90%,83.85%,76.65%
HVC,Mar-2022,2022-03-24 00:00:00,59.74%,12.60,2.6103498948051946,18.69,20.15,5.15,66.00%,76.66%,76.45%
HVC,Mar-2022,2022-03-25 00:00:00,61.71%,10.03,1.9233832224719098,16.17,17.63,3.85,68.30%,80.92%,74.80%
HVC,Mar-2022,2022-03-26 00:00:00,58.91%,11.59,2.1425391858823524,16.61,17.40,3.94,66.21%,81.84%,73.18%
HVC,Mar-2022,2022-03-27 00:00:00,60.60%,9.97,1.100031482474227,15.33,16.12,3.19,66.86%,86.07%,76.23%
HVC,Mar-2022,2022-03-28 00:00:00,57.91%,11.20,2.0385103483516485,15.40,16.42,4.03,64.63%,84.79%,75.27%
HVC,Mar-2022,2022-03-29 00:00:00,57.54%,11.40,2.124856169411765,15.46,17.46,4.35,64.35%,82.77%,75.08%
HVC,Mar-2022,2022-03-30 00:00:00,59.74%,10.86,2.2520867725,16.11,18.13,4.16,67.56%,86.96%,71.24%
HVC,Mar-2022,2022-03-31 00:00:00,63.08%,12.56,1.7687418029411766,21.46,23.35,3.97,69.50%,85.38%,74.98%
HVC,Apr-2022,2022-04-01 00:00:00,65.17%,11.71,2.4980203098591547,21.91,23.76,4.44,71.05%,83.38%,76.25%
HVC,Apr-2022,2022-04-02 00:00:00,64.22%,12.19,2.1070328000000007,21.88,24.53,4.61,70.91%,84.39%,73.64%
HVC,Apr-2022,2022-04-03 00:00:00,64.06%,9.76,1.6629350469879511,17.39,19.70,3.23,70.20%,85.16%,75.68%
HVC,Apr-2022,2022-04-04 00:00:00,64.55%,11.01,1.451367209090909,20.04,22.13,3.52,69.51%,84.52%,79.88%
HVC,Apr-2022,2022-04-05 00:00:00,64.92%,10.79,1.3342352259259258,19.96,21.44,3.69,69.67%,82.11%,80.59%
HVC,Apr-2022,2022-04-06 00:00:00,65.83%,10.37,1.26939234125,19.98,21.73,3.96,70.58%,80.11%,80.31%
HVC,Apr-2022,2022-04-07 00:00:00,64.93%,9.58,1.3259280811764704,17.73,19.82,4.09,70.51%,82.80%,77.43%
HVC,Apr-2022,2022-04-08 00:00:00,67.52%,9.39,1.9999647999999999,19.51,21.49,3.77,73.49%,82.88%,74.96%
HVC,Apr-2022,2022-04-09 00:00:00,66.32%,9.68,1.9651983844155845,19.06,20.54,3.88,74.09%,79.94%,68.87%
HVC,Apr-2022,2022-04-10 00:00:00,67.74%,10.71,2.1372954875,22.49,24.37,4.30,73.08%,83.32%,77.33%
HVC,Apr-2022,2022-04-11 00:00:00,66.55%,10.73,2.135669671232877,21.34,23.39,4.33,72.16%,83.83%,76.74%
HVC,Apr-2022,2022-04-12 00:00:00,64.54%,12.00,1.5328357910447763,21.85,24.78,3.94,70.76%,82.75%,75.18%
HVC,Apr-2022,2022-04-13 00:00:00,62.77%,14.83,2.217941439285714,25.00,28.57,5.23,69.35%,82.13%,74.53%
HVC,Apr-2022,2022-04-14 00:00:00,64.03%,9.42,1.581800732183908,16.78,18.71,3.57,70.34%,85.13%,75.06%
HVC,Apr-2022,2022-04-15 00:00:00,58.46%,10.92,1.9937529836956522,15.36,16.20,4.21,65.97%,84.89%,72.57%
HVC,Apr-2022,2022-04-16 00:00:00,57.33%,12.02,1.888727106329114,16.15,17.99,4.59,65.84%,84.33%,69.73%
HVC,Apr-2022,2022-04-17 00:00:00,56.62%,10.77,1.6373333084210524,14.05,15.09,3.71,64.96%,85.44%,70.40%
HVC,Apr-2022,2022-04-18 00:00:00,57.14%,12.77,2.0390962666666663,17.03,18.84,4.23,65.91%,87.23%,68.95%
HVC,Apr-2022,2022-04-19 00:00:00,56.26%,9.91,2.366997593617021,12.74,14.37,4.10,66.12%,83.05%,65.90%
HVC,Apr-2022,2022-04-20 00:00:00,60.28%,14.36,3.3441839921875003,21.79,24.17,5.29,67.13%,83.29%,74.31%
HVC,Apr-2022,2022-04-21 00:00:00,60.41%,12.22,2.3081907578947365,18.65,20.61,4.40,67.36%,85.38%,73.94%
HVC,Apr-2022,2022-04-22 00:00:00,58.10%,11.08,1.8311717367816094,15.36,17.13,4.05,65.43%,86.63%,73.28%
HVC,Apr-2022,2022-04-23 00:00:00,59.19%,12.71,1.8798904323943668,18.44,21.03,4.62,66.82%,82.41%,72.03%
HVC,Apr-2022,2022-04-24 00:00:00,57.15%,11.80,1.3365182727272726,15.74,17.52,3.91,63.09%,83.43%,78.03%
HVC,Apr-2022,2022-04-25 00:00:00,54.60%,11.44,1.7093537071428573,13.75,14.74,3.81,61.38%,81.94%,75.67%
HVC,Apr-2022,2022-04-26 00:00:00,52.43%,12.64,1.8302380681318682,13.93,15.16,4.24,59.73%,82.59%,74.31%
HVC,Apr-2022,2022-04-27 00:00:00,53.22%,11.12,2.1968638609999998,12.65,13.91,4.19,60.65%,83.20%,73.80%
HVC,Apr-2022,2022-04-28 00:00:00,55.27%,11.96,2.38477157,14.78,15.93,4.35,62.63%,83.16%,73.74%
HVC,Apr-2022,2022-04-29 00:00:00,55.73%,12.14,2.009871767032967,15.28,16.12,4.00,62.54%,79.41%,75.38%
HVC,Apr-2022,2022-04-30 00:00:00,57.79%,11.43,1.7569665113636364,15.64,17.24,3.66,64.16%,82.87%,76.48%
HVC,May-2022,2022-05-01 00:00:00,57.77%,11.23,2.0423800204545457,15.36,16.58,4.33,65.35%,80.56%,72.52%
HVC,May-2022,2022-05-02 00:00:00,54.29%,11.63,2.0496086903225805,13.81,14.85,3.91,62.10%,83.64%,72.49%
HVC,May-2022,2022-05-03 00:00:00,54.04%,11.10,2.8947448632653057,13.05,14.12,4.67,61.86%,80.21%,72.50%
HVC,May-2022,2022-05-04 00:00:00,54.37%,12.48,2.7381866157303367,14.88,16.22,5.05,61.16%,83.37%,75.69%
HVC,May-2022,2022-05-05 00:00:00,57.25%,11.58,2.3597752415730335,15.51,16.38,3.68,64.85%,83.60%,72.59%
HVC,May-2022,2022-05-06 00:00:00,57.84%,12.48,2.2431276766233768,17.12,19.79,3.99,64.15%,77.54%,76.67%
HVC,May-2022,2022-05-07 00:00:00,57.77%,9.78,1.6530582722772278,13.38,14.44,3.23,65.28%,83.44%,72.74%
HVC,May-2022,2022-05-08 00:00:00,61.24%,10.38,1.783330208888889,16.41,17.68,3.15,67.33%,82.35%,76.66%
HVC,May-2022,2022-05-09 00:00:00,60.46%,11.35,2.077882317647059,17.36,18.58,4.16,66.31%,84.58%,77.71%
HVC,May-2022,2022-05-10 00:00:00,60.06%,10.22,1.7208304642857137,15.36,15.83,3.69,66.69%,83.72%,75.09%
HVC,May-2022,2022-05-11 00:00:00,61.15%,10.28,1.641465466666667,16.18,17.67,3.81,68.22%,84.25%,73.31%
HVC,May-2022,2022-05-12 00:00:00,60.95%,13.38,2.6800285588235293,20.89,23.04,5.47,67.31%,82.63%,75.81%
HVC,May-2022,2022-05-13 00:00:00,61.73%,11.36,1.412717683783784,18.32,21.04,4.80,68.62%,84.29%,73.75%
HVC,May-2022,2022-05-14 00:00:00,63.69%,10.22,1.2511419407407403,17.94,20.37,3.63,69.67%,85.34%,76.39%
HVC,May-2022,2022-05-15 00:00:00,59.78%,10.85,2.0435462688888886,16.12,17.20,4.08,66.21%,85.37%,75.86%
HVC,May-2022,2022-05-16 00:00:00,58.99%,10.83,1.9418587085106382,15.58,16.41,4.04,65.40%,84.88%,76.10%
HVC,May-2022,2022-05-17 00:00:00,60.43%,13.21,2.7642454662162166,20.18,22.08,5.02,65.31%,84.60%,81.15%
HVC,May-2022,2022-05-18 00:00:00,59.28%,10.62,1.7478854591836734,15.47,16.25,3.82,64.35%,85.61%,80.63%
HVC,May-2022,2022-05-19 00:00:00,59.42%,12.92,1.9660147813333333,18.91,20.93,3.67,65.11%,86.29%,78.47%
HVC,May-2022,2022-05-20 00:00:00,61.02%,11.47,1.8239505864197534,17.96,19.74,4.09,66.77%,85.59%,77.91%
HVC,May-2022,2022-05-21 00:00:00,57.00%,12.03,1.7508520393258427,15.95,17.38,3.59,62.07%,85.12%,81.01%
HVC,May-2022,2022-05-22 00:00:00,55.52%,12.22,1.9975379905263158,15.26,16.22,4.20,59.97%,84.77%,83.32%
HVC,May-2022,2022-05-23 00:00:00,56.13%,11.52,1.6938112043010756,14.74,16.32,4.01,60.92%,86.86%,82.06%
HVC,May-2022,2022-05-24 00:00:00,59.41%,12.16,2.059971844303797,17.80,20.51,4.77,64.32%,83.62%,81.21%
HVC,May-2022,2022-05-25 00:00:00,60.10%,10.33,1.7673610880000001,15.56,16.34,4.00,65.04%,84.88%,80.95%
HVC,May-2022,2022-05-26 00:00:00,61.72%,11.18,1.5528365729411766,18.02,19.50,3.94,66.97%,87.11%,79.52%
HVC,May-2022,2022-05-27 00:00:00,61.84%,10.13,1.5613453433734938,16.42,19.19,3.97,68.25%,86.45%,75.37%
HVC,May-2022,2022-05-28 00:00:00,61.32%,10.47,1.9808637865853653,16.59,18.81,4.07,68.50%,83.98%,72.88%
HVC,May-2022,2022-05-29 00:00:00,61.30%,11.06,1.956210282142857,17.51,18.76,4.07,67.59%,85.29%,75.93%
HVC,May-2022,2022-05-30 00:00:00,62.79%,12.93,2.298821522727273,21.82,25.13,4.79,68.17%,83.09%,78.79%
HVC,May-2022,2022-05-31 00:00:00,63.90%,9.42,1.3898229186813187,16.67,18.32,3.26,69.31%,81.76%,78.37%
HVC,Jun-2022,2022-06-01 00:00:00,63.89%,8.95,1.3861649346938776,15.84,16.81,2.99,69.34%,81.79%,78.22%
HVC,Jun-2022,2022-06-02 00:00:00,65.93%,12.60,1.048217219402985,24.38,26.20,3.82,70.65%,88.06%,80.40%
HVC,Jun-2022,2022-06-03 00:00:00,63.08%,14.71,1.3124820564516129,25.13,26.75,4.98,68.15%,84.02%,79.86%
HVC,Jun-2022,2022-06-04 00:00:00,62.89%,10.49,1.2872804925925925,17.79,19.76,3.54,68.83%,91.45%,76.76%
HVC,Jun-2022,2022-06-05 00:00:00,58.24%,11.84,1.9404331630952383,16.52,17.50,4.35,65.34%,91.49%,73.99%
HVC,Jun-2022,2022-06-06 00:00:00,59.95%,12.89,2.4035220423076926,19.30,20.29,5.56,65.64%,85.43%,78.33%
HVC,Jun-2022,2022-06-07 00:00:00,63.45%,10.76,1.2171999679999999,18.69,22.42,4.66,68.54%,84.43%,79.70%
HVC,Jun-2022,2022-06-08 00:00:00,62.84%,12.50,1.6084206099999996,21.13,23.55,5.39,68.40%,86.70%,78.14%
HVC,Jun-2022,2022-06-09 00:00:00,61.85%,12.12,1.7151016845070421,19.65,22.41,5.27,68.02%,82.45%,76.19%
HVC,Jun-2022,2022-06-10 00:00:00,62.00%,13.71,1.0574908721311476,22.36,26.03,4.88,68.31%,85.76%,75.71%
HVC,Jun-2022,2022-06-11 00:00:00,57.95%,13.90,2.4856843521739136,19.16,21.65,6.40,64.57%,85.21%,75.61%
HVC,Jun-2022,2022-06-12 00:00:00,60.11%,12.08,2.0589875381578944,18.19,20.59,5.29,66.35%,82.73%,76.43%
HVC,Jun-2022,2022-06-13 00:00:00,61.28%,12.49,1.8668384197368422,19.77,21.33,4.78,66.88%,84.28%,78.37%
HVC,Jun-2022,2022-06-14 00:00:00,63.63%,11.96,2.0652455434782606,20.93,23.66,4.43,69.60%,84.94%,76.42%
HVC,Jun-2022,2022-06-15 00:00:00,67.76%,8.72,1.7166052389473683,18.32,18.71,3.43,72.45%,84.59%,79.91%
HVC,Jun-2022,2022-06-16 00:00:00,69.79%,7.89,1.35828140989011,18.22,19.62,3.31,75.09%,83.88%,76.63%
HVC,Jun-2022,2022-06-17 00:00:00,66.15%,9.51,1.437138520481928,18.58,20.37,3.74,71.95%,85.44%,76.17%
