Site Code,Month-Year,Date,FMS Total Active Maintenance Hours (Actual),FMS Total Available Time (Actual),FMS Total Excluded Calendar Hours (Actual),FMS Total Maintenance Delay Hours (Actual),FMS Total Maintenance Hours (Actual),FMS Total Operational Delay Hours (Actual),FMS Total Production Time (Hours) (Actual),FMS Total Standby Hours (Actual),FMS Total Utilized Time (Actual)
CDA,May-2022,2022-05-20 00:00:00,251.59,1136.5605555555558,48.00,3.85,255.44,61.11,584.12,491.33,645.23
CDA,May-2022,2022-05-21 00:00:00,232.07,1142.896666666667,48.00,17.03,249.10,54.88,551.34,536.68,606.22
CDA,May-2022,2022-05-22 00:00:00,257.32,1128.2911111111114,48.00,6.39,263.71,51.61,539.55,537.13,591.16
CDA,May-2022,2022-05-23 00:00:00,309.13,1063.7455555555555,48.00,19.12,328.25,53.16,499.02,511.57,552.18
CDA,May-2022,2022-05-24 00:00:00,287.95,1092.368611111111,48.00,11.68,299.63,51.94,524.97,515.46,576.91
CDA,May-2022,2022-05-25 00:00:00,291.82,1058.2002777777773,48.00,41.98,333.80,52.41,498.25,507.55,550.65
CDA,May-2022,2022-05-26 00:00:00,381.86,962.2152777777778,48.00,47.92,429.78,49.59,457.75,454.87,507.34
CDA,May-2022,2022-05-27 00:00:00,291.09,1081.3555555555556,48.00,19.55,310.64,63.21,554.52,463.63,617.73
CDA,May-2022,2022-05-28 00:00:00,336.24,1050.6969444444449,48.00,5.06,341.30,58.79,570.51,421.40,629.30
CDA,May-2022,2022-05-29 00:00:00,288.85,1090.2991666666667,48.00,12.85,301.70,61.84,548.08,480.38,609.92
CDA,May-2022,2022-05-30 00:00:00,258.77,1131.068055555556,48.00,2.16,260.93,68.67,538.98,523.41,607.66
CDA,May-2022,2022-05-31 00:00:00,275.87,1113.8336111111112,48.00,2.30,278.17,78.86,573.91,461.06,652.77
CDA,Jun-2022,2022-06-01 00:00:00,289.72,1081.939166666667,48.00,20.34,310.06,115.38,547.66,418.90,663.04
CDA,Jun-2022,2022-06-02 00:00:00,292.34,1096.649444444444,48.00,3.01,295.35,83.55,613.70,399.40,697.25
CDA,Jun-2022,2022-06-03 00:00:00,290.74,1093.3624999999997,48.00,7.89,298.64,84.64,606.35,402.38,690.98
CDA,Jun-2022,2022-06-04 00:00:00,242.99,1134.519444444445,48.00,14.50,257.48,89.49,617.97,427.06,707.46
CDA,Jun-2022,2022-06-05 00:00:00,272.65,1117.955,48.00,1.40,274.05,60.00,617.68,440.28,677.68
CDA,Jun-2022,2022-06-06 00:00:00,297.56,1074.5844444444442,48.00,19.86,317.42,57.08,596.21,421.30,653.29
CDA,Jun-2022,2022-06-07 00:00:00,317.95,1060.9355555555553,48.00,13.12,331.06,67.47,514.17,479.30,581.64
CDA,Jun-2022,2022-06-08 00:00:00,354.61,1030.3855555555551,48.00,7.00,361.61,64.59,504.18,461.61,568.78
CDA,Jun-2022,2022-06-09 00:00:00,335.94,1038.8030555555554,48.00,17.26,353.20,62.71,584.63,391.46,647.35
CDA,Jun-2022,2022-06-10 00:00:00,307.95,1071.1841666666664,48.00,10.94,318.89,70.65,623.71,376.83,694.36
CDA,Jun-2022,2022-06-11 00:00:00,239.12,1151.2013888888887,48.00,1.68,240.80,61.80,611.09,478.32,672.88
CDA,Jun-2022,2022-06-12 00:00:00,235.34,1135.1930555555555,48.00,21.46,256.81,76.18,666.73,392.29,742.91
CDA,Jun-2022,2022-06-13 00:00:00,238.88,1122.840833333334,48.00,30.28,269.16,79.52,618.28,425.05,697.79
CDA,Jun-2022,2022-06-14 00:00:00,250.17,1124.221111111111,48.00,17.61,267.78,67.16,590.12,466.94,657.28
CDA,Jun-2022,2022-06-15 00:00:00,260.66,1103.0930555555553,48.00,28.25,288.91,70.90,575.83,456.37,646.73
CDA,Jun-2022,2022-06-16 00:00:00,304.10,1048.211111111111,48.00,39.68,343.79,62.40,560.11,425.71,622.50
CDA,Jun-2022,2022-06-17 00:00:00,299.84,1081.9716666666668,48.00,10.18,310.03,53.05,571.60,457.32,624.65
CDA,Jun-2022,2022-06-18 00:00:00,338.96,1040.0666666666668,48.00,12.97,351.93,66.60,566.78,406.68,633.38
CDA,Jun-2022,2022-06-19 00:00:00,341.83,1032.441666666667,48.00,17.73,359.56,61.36,600.38,370.70,661.74
CDA,Jun-2022,2022-06-20 00:00:00,362.19,1024.7011111111105,48.00,5.11,367.30,52.43,596.10,376.17,648.53
CDA,Jun-2022,2022-06-21 00:00:00,346.77,1039.3188888888888,48.00,5.92,352.68,63.37,572.64,403.31,636.01
CDA,Jun-2022,2022-06-22 00:00:00,330.22,1058.5405555555553,48.00,3.24,333.46,55.39,513.26,489.90,568.64
CDA,Jun-2022,2022-06-23 00:00:00,328.01,1055.0330555555556,48.00,8.95,336.97,54.53,626.85,373.65,681.39
CDA,Jun-2022,2022-06-24 00:00:00,336.94,1037.7202777777784,48.00,17.34,354.28,59.31,594.09,384.32,653.40
CDA,Jun-2022,2022-06-25 00:00:00,314.24,1061.255,48.00,16.50,330.75,51.89,640.58,368.78,692.47
CDA,Jun-2022,2022-06-26 00:00:00,306.31,1070.5233333333335,48.00,14.42,320.74,56.97,566.87,446.68,623.85
CDA,Jun-2022,2022-06-27 00:00:00,253.18,1132.6755555555555,48.00,6.15,259.32,221.97,437.39,473.32,659.36
CDA,Jun-2022,2022-06-28 00:00:00,312.86,1069.0241666666666,48.00,10.11,322.98,60.63,555.33,453.06,615.97
CDA,Jun-2022,2022-06-29 00:00:00,337.87,1049.1794444444445,48.00,4.96,342.82,60.25,581.02,407.90,641.28
CDA,Jun-2022,2022-06-30 00:00:00,377.82,982.7686111111109,48.00,31.41,409.23,69.33,435.19,478.25,504.52
CDA,Jul-2022,2022-07-01 00:00:00,364.43,1020.0377777777778,48.00,7.54,371.96,95.82,505.22,419.00,601.04
CDA,Jul-2022,2022-07-02 00:00:00,360.88,1020.7272222222219,48.00,10.39,371.27,65.17,532.35,423.21,597.51
CDA,Jul-2022,2022-07-03 00:00:00,377.60,1012.8255555555554,48.00,1.57,379.17,51.00,547.39,414.43,598.40
CDA,Jul-2022,2022-07-04 00:00:00,344.54,1044.9127777777776,48.00,2.55,347.09,62.01,552.70,430.20,614.71
CDA,Jul-2022,2022-07-05 00:00:00,314.75,1054.3902777777776,48.00,22.86,337.61,69.47,517.40,467.52,586.87
CDA,Jul-2022,2022-07-06 00:00:00,328.60,1061.2572222222225,48.00,2.15,330.74,53.09,502.66,505.51,555.75
CDA,Jul-2022,2022-07-07 00:00:00,289.09,1096.0177777777783,48.00,6.90,295.98,70.38,550.28,475.36,620.65
CDA,Jul-2022,2022-07-08 00:00:00,315.10,1073.4047222222223,48.00,3.50,318.60,67.95,555.05,450.40,623.00
CDA,Jul-2022,2022-07-09 00:00:00,320.71,1070.6741666666665,48.00,0.62,321.33,95.03,356.94,618.70,451.97
CDA,Jul-2022,2022-07-10 00:00:00,272.35,1104.9988888888888,48.00,14.66,287.00,132.55,246.17,726.28,378.72
CDA,Jul-2022,2022-07-11 00:00:00,289.05,1049.3944444444444,48.00,53.56,342.61,143.16,432.57,473.67,575.73
CDA,Jul-2022,2022-07-12 00:00:00,298.47,1031.1816666666664,48.00,62.34,360.82,85.41,494.98,450.79,580.39
CDA,Jul-2022,2022-07-13 00:00:00,275.03,1041.0547222222222,48.00,75.91,350.95,107.43,317.65,615.98,425.08
CDA,Jul-2022,2022-07-14 00:00:00,329.58,1060.6241666666667,48.00,1.80,331.37,46.80,114.79,899.03,161.59
CDA,Jul-2022,2022-07-15 00:00:00,333.09,1052.0716666666667,48.00,6.84,339.93,24.00,61.55,966.53,85.55
CDA,Jul-2022,2022-07-16 00:00:00,315.78,1076.2166666666665,48.00,0.00,315.78,115.50,77.79,882.92,193.29
CDA,Jul-2022,2022-07-17 00:00:00,296.96,1083.3875,48.00,11.65,308.61,112.17,120.52,850.70,232.69
CDA,Jul-2022,2022-07-18 00:00:00,265.02,1102.3397222222225,48.00,17.68,282.70,77.68,204.51,820.14,282.20
CDA,Jul-2022,2022-07-19 00:00:00,285.21,1065.3786111111108,48.00,41.41,326.62,88.20,396.78,580.40,484.98
CDA,Jul-2022,2022-07-20 00:00:00,306.27,1028.0880555555557,48.00,57.64,363.91,86.76,448.75,492.58,535.51
CDA,Jul-2022,2022-07-21 00:00:00,321.31,1043.4216666666669,48.00,27.27,348.58,58.84,491.89,492.69,550.73
CDA,Jul-2022,2022-07-22 00:00:00,327.50,1051.258611111111,48.00,13.24,340.74,58.78,496.12,496.36,554.90
CDA,Jul-2022,2022-07-23 00:00:00,321.12,1070.0275000000001,48.00,0.85,321.97,82.76,504.57,482.70,587.33
CDA,Jul-2022,2022-07-24 00:00:00,308.88,1081.863333333333,48.00,1.26,310.14,59.61,552.61,469.65,612.22
CDA,Jul-2022,2022-07-25 00:00:00,312.98,1060.8866666666672,48.00,18.13,331.11,58.34,553.30,449.24,611.64
CDA,Jul-2022,2022-07-26 00:00:00,291.93,1082.649722222222,48.00,17.42,309.35,53.02,594.74,434.89,647.76
CDA,Jul-2022,2022-07-27 00:00:00,250.79,1093.179166666666,72.00,48.03,298.82,93.95,546.66,452.57,640.61
CDA,Jul-2022,2022-07-28 00:00:00,277.23,1097.8805555555555,72.00,16.89,294.12,71.46,585.75,440.68,657.20
CDA,Jul-2022,2022-07-29 00:00:00,291.49,1099.7794444444442,72.00,0.73,292.22,94.24,565.18,440.35,659.43
CDA,Jul-2022,2022-07-30 00:00:00,245.78,1141.3383333333331,72.00,4.89,250.66,117.46,569.80,454.08,687.26
CDA,Jul-2022,2022-07-31 00:00:00,274.93,1114.0655555555556,72.00,3.00,277.93,88.24,611.47,414.36,699.71
CDA,Aug-2022,2022-08-01 00:00:00,266.74,1115.969444444444,72.00,9.29,276.03,92.39,545.93,477.65,638.32
CDA,Aug-2022,2022-08-02 00:00:00,313.84,1072.754722222222,72.00,5.40,319.25,96.14,493.95,482.67,590.09
CDA,Aug-2022,2022-08-03 00:00:00,341.42,1038.085,72.00,12.50,353.92,78.75,511.92,447.42,590.66
CDA,Aug-2022,2022-08-04 00:00:00,325.05,1059.796388888889,72.00,7.16,332.20,51.43,577.08,431.29,628.50
CDA,Aug-2022,2022-08-05 00:00:00,325.19,1060.9808333333333,72.00,5.83,331.02,79.18,499.01,482.78,578.20
CDA,Aug-2022,2022-08-06 00:00:00,272.44,1112.1588888888887,72.00,7.40,279.84,135.31,454.32,522.53,589.63
CDA,Aug-2022,2022-08-07 00:00:00,311.47,1072.558611111111,72.00,7.97,319.44,84.42,512.89,475.25,597.31
CDA,Aug-2022,2022-08-08 00:00:00,320.95,1062.9463888888886,72.00,8.10,329.05,84.81,531.21,446.93,616.02
CDA,Aug-2022,2022-08-09 00:00:00,318.53,1055.12,72.00,18.35,336.88,88.98,478.12,488.03,567.09
CDA,Aug-2022,2022-08-10 00:00:00,249.44,1137.486111111111,72.00,5.08,254.51,92.85,567.39,477.25,660.24
CDA,Aug-2022,2022-08-11 00:00:00,287.62,1075.7508333333335,72.00,28.63,316.25,72.31,553.84,449.60,626.15
CDA,Aug-2022,2022-08-12 00:00:00,328.36,1031.2055555555557,72.00,32.44,360.79,69.50,567.13,394.58,636.62
CDA,Aug-2022,2022-08-13 00:00:00,314.14,1057.4986111111111,72.00,20.36,334.50,59.31,586.89,411.30,646.20
CDA,Aug-2022,2022-08-14 00:00:00,338.90,1046.9605555555554,72.00,6.14,345.04,54.48,562.46,430.02,616.94
CDA,Aug-2022,2022-08-15 00:00:00,300.72,1086.6536111111113,72.00,4.63,305.35,85.74,543.92,457.00,629.66
CDA,Aug-2022,2022-08-16 00:00:00,269.71,1117.617222222223,72.00,4.67,274.38,105.41,598.82,413.39,704.23
CDA,Aug-2022,2022-08-17 00:00:00,278.75,1098.4727777777775,72.00,14.77,293.53,101.72,547.52,449.24,649.23
CDA,Aug-2022,2022-08-18 00:00:00,311.29,1073.7199999999998,72.00,6.99,318.28,98.42,536.62,438.68,635.04
CDA,Aug-2022,2022-08-19 00:00:00,331.80,1030.375,72.00,29.82,361.63,76.03,520.43,433.92,596.45
CDA,Aug-2022,2022-08-20 00:00:00,390.82,976.8463888888888,72.00,24.33,415.15,75.58,494.13,407.13,569.71
CDA,Aug-2022,2022-08-21 00:00:00,359.86,1020.0102777777778,72.00,12.13,371.99,57.81,563.32,398.89,621.12
CDA,Aug-2022,2022-08-22 00:00:00,335.37,1015.494722222222,72.00,41.13,376.51,58.03,555.73,401.73,613.76
CDA,Aug-2022,2022-08-23 00:00:00,297.77,1010.0869444444443,72.00,48.14,345.91,68.71,530.81,410.57,599.52
CDA,Aug-2022,2022-08-24 00:00:00,306.92,978.5130555555556,72.00,34.56,341.49,50.44,538.14,389.94,588.58
CDA,Aug-2022,2022-08-25 00:00:00,306.52,971.2605555555556,72.00,42.22,348.74,47.74,480.45,443.07,528.19
CDA,Aug-2022,2022-08-26 00:00:00,286.04,1000.7680555555553,72.00,33.19,319.23,58.64,554.56,387.57,613.19
CDA,Aug-2022,2022-08-27 00:00:00,282.18,1009.2266666666667,72.00,28.59,310.77,77.42,532.95,398.86,610.37
CDA,Aug-2022,2022-08-28 00:00:00,275.81,1037.0269444444448,72.00,7.17,282.97,109.83,536.29,390.91,646.12
CDA,Aug-2022,2022-08-29 00:00:00,290.81,1012.745555555555,72.00,16.45,307.25,74.52,504.87,433.36,579.39
CDA,Aug-2022,2022-08-30 00:00:00,287.28,1018.5855555555554,72.00,14.14,301.41,47.08,588.42,383.08,635.50
CDA,Aug-2022,2022-08-31 00:00:00,265.57,1038.2716666666668,72.00,16.16,281.73,43.20,560.30,434.77,603.50
CDA,Sep-2022,2022-09-01 00:00:00,258.02,1018.0819444444443,72.00,43.89,301.92,79.24,530.23,408.61,609.47
CDA,Sep-2022,2022-09-02 00:00:00,268.23,1024.591111111111,72.00,27.18,295.41,75.00,556.12,393.47,631.12
CDA,Sep-2022,2022-09-03 00:00:00,289.66,1008.54,72.00,22.59,312.25,70.47,542.33,395.74,612.80
CDA,Sep-2022,2022-09-04 00:00:00,299.07,1002.56,72.00,17.58,316.65,58.02,501.82,442.72,559.84
CDA,Sep-2022,2022-09-05 00:00:00,352.07,932.3825000000002,72.00,35.55,387.62,65.16,439.29,427.93,504.45
CDA,Sep-2022,2022-09-06 00:00:00,343.05,982.2488888888888,122.61,15.09,358.14,78.51,462.11,441.63,540.62
CDA,Sep-2022,2022-09-07 00:00:00,335.71,1041.5022222222221,72.00,14.79,350.50,87.16,467.12,487.23,554.28
CDA,Sep-2022,2022-09-08 00:00:00,372.09,985.5436111111112,72.00,34.37,406.46,56.29,515.27,413.98,571.56
CDA,Sep-2022,2022-09-09 00:00:00,350.70,1023.2525,73.00,18.05,368.75,64.81,549.21,409.24,614.01
CDA,Sep-2022,2022-09-10 00:00:00,342.50,976.3063888888889,69.00,15.20,357.69,52.97,538.37,384.96,591.34
CDA,Sep-2022,2022-09-11 00:00:00,307.58,1081.2030555555552,72.00,3.22,310.80,51.53,629.11,400.57,680.63
CDA,Sep-2022,2022-09-12 00:00:00,367.55,985.8388888888896,72.00,38.61,406.16,64.76,514.46,406.62,579.22
CDA,Sep-2022,2022-09-13 00:00:00,344.97,1035.9722222222222,72.00,11.05,356.03,50.26,569.47,416.24,619.73
CDA,Sep-2022,2022-09-14 00:00:00,341.83,1003.2555555555552,72.00,46.91,388.74,53.47,554.43,395.35,607.90
CDA,Sep-2022,2022-09-15 00:00:00,306.19,1075.495,72.00,10.31,316.51,63.46,607.60,404.43,671.06
CDA,Sep-2022,2022-09-16 00:00:00,305.74,1083.7261111111113,72.00,2.54,308.27,51.18,638.57,393.98,689.75
CDA,Sep-2022,2022-09-17 00:00:00,307.42,1076.4474999999998,72.00,8.13,315.55,59.89,594.93,421.63,654.81
CDA,Sep-2022,2022-09-18 00:00:00,321.00,1050.220555555556,72.00,20.78,341.78,49.87,585.80,414.55,635.67
CDA,Sep-2022,2022-09-19 00:00:00,281.97,1080.546388888889,72.00,29.48,311.45,76.46,584.82,419.27,661.28
CDA,Sep-2022,2022-09-20 00:00:00,322.80,1048.4769444444453,72.00,20.72,343.52,71.98,601.80,374.71,673.77
CDA,Sep-2022,2022-09-21 00:00:00,302.45,1059.0144444444443,72.00,30.53,332.99,84.37,579.34,395.31,663.70
CDA,Sep-2022,2022-09-22 00:00:00,322.56,1045.156944444445,72.00,24.28,346.84,60.20,582.27,402.69,642.47
CDA,Sep-2022,2022-09-23 00:00:00,281.97,1105.8624999999997,72.00,4.17,286.14,74.32,629.78,401.77,704.10
CDA,Sep-2022,2022-09-24 00:00:00,302.28,1089.2913888888888,72.00,0.43,302.71,70.90,603.53,414.86,674.43
CDA,Sep-2022,2022-09-25 00:00:00,292.12,1097.729722222222,72.00,2.15,294.27,68.47,620.44,408.82,688.91
CDA,Sep-2022,2022-09-26 00:00:00,283.31,1107.781111111111,72.00,0.91,284.22,76.98,637.44,393.35,714.43
CDA,Sep-2022,2022-09-27 00:00:00,266.49,1111.3733333333332,72.00,14.14,280.63,74.85,601.02,435.51,675.87
CDA,Sep-2022,2022-09-28 00:00:00,330.07,1050.2475,72.00,11.68,341.75,57.04,574.89,418.31,631.94
CDA,Sep-2022,2022-09-29 00:00:00,302.74,1075.4099999999999,72.00,13.85,316.59,55.54,591.03,428.84,646.57
CDA,Sep-2022,2022-09-30 00:00:00,336.87,1039.918888888889,72.00,15.21,352.08,56.23,561.76,421.93,617.99
CDA,Oct-2022,2022-10-01 00:00:00,317.55,1067.821388888889,72.00,6.63,324.18,52.48,583.05,432.29,635.53
CDA,Oct-2022,2022-10-02 00:00:00,313.73,1070.0711111111113,72.00,8.20,321.93,99.16,541.94,428.98,641.09
CDA,Oct-2022,2022-10-03 00:00:00,293.47,1093.494444444444,72.00,5.04,298.51,91.95,603.00,398.55,694.95
CDA,Oct-2022,2022-10-04 00:00:00,276.86,1104.9805555555552,72.00,10.16,287.02,67.99,605.65,431.34,673.64
CDA,Oct-2022,2022-10-05 00:00:00,346.28,1038.7783333333336,72.00,6.94,353.22,64.56,581.25,392.97,645.81
CDA,Oct-2022,2022-10-06 00:00:00,329.34,1053.3944444444446,72.00,9.27,338.61,59.46,599.13,394.80,658.59
CDA,Oct-2022,2022-10-07 00:00:00,293.63,1091.1761111111105,72.00,7.20,300.82,59.78,632.80,398.60,692.58
CDA,Oct-2022,2022-10-08 00:00:00,299.66,1076.7591666666665,72.00,15.58,315.24,67.47,628.07,381.22,695.54
CDA,Oct-2022,2022-10-09 00:00:00,306.48,1074.5699999999997,72.00,10.95,317.43,59.55,628.81,386.21,688.36
CDA,Oct-2022,2022-10-10 00:00:00,307.49,1070.7691666666667,72.00,13.74,321.23,52.60,605.64,412.53,658.24
CDA,Oct-2022,2022-10-11 00:00:00,340.63,1045.1077777777773,72.00,6.26,346.89,53.51,592.17,399.42,645.69
CDA,Oct-2022,2022-10-12 00:00:00,369.38,1009.566944444445,72.00,13.05,382.43,50.07,553.51,405.99,603.58
CDA,Oct-2022,2022-10-13 00:00:00,328.37,1057.6200000000001,72.00,6.01,334.38,58.35,587.90,411.37,646.25
CDA,Oct-2022,2022-10-14 00:00:00,307.38,1073.976666666666,72.00,10.64,318.02,71.34,597.10,405.54,668.43
CDA,Oct-2022,2022-10-15 00:00:00,298.35,1085.6822222222218,72.00,7.96,306.32,65.99,612.70,407.00,678.69
CDA,Oct-2022,2022-10-16 00:00:00,296.63,1056.5461111111113,72.00,38.82,335.45,62.58,610.74,383.23,673.32
CDA,Oct-2022,2022-10-17 00:00:00,279.05,1084.1225,72.00,28.83,307.88,80.10,609.55,394.47,689.65
CDA,Oct-2022,2022-10-18 00:00:00,290.66,1067.168611111111,72.00,34.17,324.83,96.53,586.98,383.66,683.51
CDA,Oct-2022,2022-10-19 00:00:00,329.88,1030.5247222222222,72.00,31.59,361.48,65.97,605.91,358.64,671.88
CDA,Oct-2022,2022-10-20 00:00:00,312.47,1052.7786111111106,72.00,26.75,339.22,63.83,620.28,368.67,684.11
CDA,Oct-2022,2022-10-21 00:00:00,313.76,1053.8291666666667,72.00,24.41,338.17,63.88,617.34,372.61,681.22
CDA,Oct-2022,2022-10-22 00:00:00,321.37,1042.1558333333337,72.00,28.47,349.84,74.38,632.29,335.48,706.67
CDA,Oct-2022,2022-10-23 00:00:00,328.04,1034.0988888888885,72.00,29.86,357.90,61.59,632.38,340.12,693.98
CDA,Oct-2022,2022-10-24 00:00:00,328.75,1029.078055555555,72.00,34.18,362.92,64.79,613.81,350.48,678.60
CDA,Oct-2022,2022-10-25 00:00:00,300.51,1106.4297222222217,53.05,4.02,304.52,81.90,649.24,375.29,731.14
CDA,Oct-2022,2022-10-26 00:00:00,293.60,1097.7125,48.00,13.68,307.29,53.32,657.75,386.65,711.07
CDA,Oct-2022,2022-10-27 00:00:00,272.13,1083.9519444444452,48.00,35.91,308.05,58.46,673.70,351.79,732.17
CDA,Oct-2022,2022-10-28 00:00:00,279.44,1099.4836111111117,48.00,13.08,292.52,62.06,626.85,410.57,688.91
CDA,Oct-2022,2022-10-29 00:00:00,281.75,1105.7458333333327,48.00,4.50,286.25,67.59,666.29,371.86,733.88
CDA,Oct-2022,2022-10-30 00:00:00,293.38,1095.6091666666669,48.00,3.01,296.39,78.19,626.45,390.98,704.63
CDA,Oct-2022,2022-10-31 00:00:00,294.24,1085.0694444444453,48.00,12.69,306.93,61.10,654.75,369.23,715.84
CDA,Nov-2022,2022-11-01 00:00:00,309.86,1068.4738888888892,48.00,13.66,323.53,60.82,623.82,383.84,684.64
CDA,Nov-2022,2022-11-02 00:00:00,346.21,1040.3133333333333,48.00,5.48,351.69,69.28,589.62,381.42,658.90
CDA,Nov-2022,2022-11-03 00:00:00,303.34,1088.1644444444441,48.00,0.49,303.84,55.70,656.04,376.42,711.74
CDA,Nov-2022,2022-11-04 00:00:00,284.48,1106.8275000000003,48.00,0.69,285.17,64.26,652.20,390.37,716.46
CDA,Nov-2022,2022-11-05 00:00:00,311.62,1072.3086111111104,48.00,8.07,319.69,67.79,647.03,357.49,714.81
CDA,Nov-2022,2022-11-06 00:00:00,342.29,1048.2697222222225,48.00,1.44,343.73,64.35,593.02,390.90,657.37
CDA,Nov-2022,2022-11-07 00:00:00,360.85,1026.9016666666666,48.00,4.25,365.10,89.83,535.81,401.27,625.64
CDA,Nov-2022,2022-11-08 00:00:00,375.46,1014.3294444444448,48.00,2.21,377.67,60.54,556.86,396.93,617.40
CDA,Nov-2022,2022-11-09 00:00:00,370.32,989.715,48.00,31.97,402.29,49.66,568.57,371.48,618.24
CDA,Nov-2022,2022-11-10 00:00:00,396.19,968.7849999999999,48.00,27.03,423.22,57.83,529.91,381.05,587.74
CDA,Nov-2022,2022-11-11 00:00:00,373.82,1003.295555555555,48.00,14.89,388.70,47.83,601.05,354.41,648.88
CDA,Nov-2022,2022-11-12 00:00:00,353.61,1026.5025,48.00,11.89,365.50,47.61,600.71,378.17,648.33
CDA,Nov-2022,2022-11-13 00:00:00,358.37,1003.9158333333339,48.00,29.71,388.08,49.30,548.85,405.77,598.14
CDA,Nov-2022,2022-11-14 00:00:00,373.25,999.9277777777777,48.00,18.83,392.07,59.74,579.81,360.38,639.55
CDA,Nov-2022,2022-11-15 00:00:00,358.21,1015.0411111111111,48.00,18.75,376.96,69.00,576.55,369.49,645.56
CDA,Nov-2022,2022-11-16 00:00:00,344.75,1021.3872222222222,48.00,24.18,368.93,58.31,610.45,352.62,668.76
CDA,Nov-2022,2022-11-17 00:00:00,370.19,1012.3272222222225,48.00,9.48,379.67,58.85,596.70,356.78,655.54
CDA,Nov-2022,2022-11-18 00:00:00,359.20,1022.5863888888885,48.00,10.21,369.41,48.24,616.57,357.77,664.82
CDA,Nov-2022,2022-11-19 00:00:00,331.98,1052.9977777777776,48.00,1.70,333.68,48.21,619.54,385.25,667.75
CDA,Nov-2022,2022-11-20 00:00:00,330.70,1050.6427777777774,48.00,3.99,334.69,49.42,628.84,372.38,678.26
CDA,Nov-2022,2022-11-21 00:00:00,366.69,1021.7908333333336,48.00,3.52,370.21,46.00,579.77,396.02,625.77
CDA,Nov-2022,2022-11-22 00:00:00,343.08,1047.5172222222222,48.00,1.40,344.48,61.25,512.53,473.74,573.78
CDA,Nov-2022,2022-11-23 00:00:00,341.90,1013.5575000000001,48.00,36.55,378.44,42.51,472.95,498.10,515.46
CDA,Nov-2022,2022-11-24 00:00:00,312.13,1054.8580555555554,48.00,25.01,337.14,53.31,506.77,494.78,560.08
CDA,Nov-2022,2022-11-25 00:00:00,283.62,1035.2694444444448,48.00,73.11,356.73,57.52,539.46,438.29,596.98
CDA,Nov-2022,2022-11-26 00:00:00,289.19,1067.9080555555552,48.00,34.91,324.09,60.44,599.17,408.29,659.61
CDA,Nov-2022,2022-11-27 00:00:00,299.08,1081.581388888889,48.00,11.34,310.42,58.11,600.86,422.61,658.97
CDA,Nov-2022,2022-11-28 00:00:00,277.62,1103.1147222222228,48.00,11.26,288.89,53.32,642.37,407.42,695.70
CDA,Nov-2022,2022-11-29 00:00:00,269.21,1115.9205555555545,48.00,6.87,276.08,48.26,666.79,400.88,715.04
CDA,Nov-2022,2022-11-30 00:00:00,241.69,1139.6966666666663,48.00,10.61,252.30,50.80,660.37,428.53,711.17
CDA,Dec-2022,2022-12-01 00:00:00,335.84,1033.2449999999994,48.00,14.13,349.97,52.99,580.16,400.10,633.14
CDA,Dec-2022,2022-12-02 00:00:00,301.36,1081.325833333333,48.00,9.32,310.67,48.05,647.22,386.06,695.27
CDA,Dec-2022,2022-12-03 00:00:00,272.12,1102.859166666667,48.00,17.02,289.14,62.86,648.23,391.77,711.09
CDA,Dec-2022,2022-12-04 00:00:00,311.24,1067.3125,48.00,13.45,324.69,55.89,623.05,388.38,678.93
CDA,Dec-2022,2022-12-05 00:00:00,318.97,1056.1230555555558,48.00,16.91,335.88,49.07,630.64,376.41,679.71
CDA,Dec-2022,2022-12-06 00:00:00,351.27,1039.0466666666662,48.00,1.69,352.95,46.22,604.13,388.69,650.35
CDA,Dec-2022,2022-12-07 00:00:00,333.24,1058.1100000000001,48.00,0.65,333.89,67.06,589.92,401.13,656.98
CDA,Dec-2022,2022-12-08 00:00:00,302.52,1077.4155555555558,48.00,12.07,314.58,59.31,634.79,383.32,694.10
CDA,Dec-2022,2022-12-09 00:00:00,299.40,1061.9836111111103,48.00,30.61,330.02,68.33,617.74,375.92,686.06
CDA,Dec-2022,2022-12-10 00:00:00,298.05,1073.1822222222218,48.00,20.77,318.82,81.69,625.16,366.33,706.85
CDA,Dec-2022,2022-12-11 00:00:00,318.33,1063.4363888888884,48.00,10.23,328.56,58.46,608.09,396.88,666.56
CDA,Dec-2022,2022-12-12 00:00:00,278.45,1108.4708333333333,48.00,5.08,283.53,80.97,628.00,399.50,708.97
CDA,Dec-2022,2022-12-13 00:00:00,266.54,1101.8047222222226,48.00,23.66,290.20,76.91,594.73,430.17,671.64
CDA,Dec-2022,2022-12-14 00:00:00,268.93,1073.4827777777773,48.00,49.59,318.52,58.17,575.49,439.82,633.66
CDA,Dec-2022,2022-12-15 00:00:00,267.50,1084.206388888889,48.00,40.29,307.79,50.34,618.05,415.82,668.39
CDA,Dec-2022,2022-12-16 00:00:00,253.54,1118.1563888888888,48.00,20.30,273.84,56.66,669.40,392.09,726.06
CDA,Dec-2022,2022-12-17 00:00:00,263.47,1120.3152777777773,48.00,8.21,271.68,64.84,679.32,376.15,744.16
CDA,Dec-2022,2022-12-18 00:00:00,282.61,1101.3172222222224,48.00,8.07,290.68,62.25,683.41,355.66,745.66
CDA,Dec-2022,2022-12-19 00:00:00,285.77,1091.0038888888885,48.00,15.23,301.00,79.66,656.89,354.45,736.55
